BIBID,TITLE,VOLUMES,CREATOR_ROLE,CREATOR_FNAME,CREATOR_LNAME,CREATOR_CNAME,SOURCE,SIGLUM,ADJUNCT_ROLE,ADJUNCT_FNAME,ADJUNCT_LNAME,ADJUNCT_CNAME,SERIES,PUBLISHER,PUBLISHER_LOC,PUBLISHED_BD,PUBLISHED_ED,PUBLISHED_NOTE,VOLUME,ISSUE_EDITION,LOCATION_CLASS,LOCATION,REPRINT,ID_CLASS,ID_NUMBER,CLASS,FORM,TYPE,MEDIUM,FORMAT,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNO,RELATED_LIBBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bibid 1256,Francesc de la Via: {I}A Bella Venus{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Antonio,Llorens i Solé,,Estudis Universitaris Catalans,,,,,,,,,1935,,,20,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,84-97,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,"aquest article dóna l’edició del text i la descripció codicològica, tot i que es tracta d’una descripció feta en relació al manuscrit original, abans d’haver estat restaurat",,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Llorens i Solé (1935), “Francesc de la Via: A Bella Venus”, Estudis Universitaris Catalans"
BITECA bibid 1257,"Obres catalanes, I. Escrits religiosos - 2. Escrits mèdics",2,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Arnau de,Vilanova,,,,,,,,"Els Nostres Clàssics, A, 53-56",Barcino,Barcelona,1947,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,260,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 7/26 (fot. parcial),,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2011-03-15,ROVIRA,,,,,"Vilanova et al. (1947), Obres catalanes, I. Escrits religiosos - 2. Escrits mèdics"
BITECA bibid 1258,L’Alia informatio beguinorum d’Arnau de Vilanova,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Arnau de,Vilanova,,,,,,,,"Studia, Textus, Subsidia, 2",Facultat de Teologia,Barcelona,1978,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,213,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,R 849.9-3'13'Vil,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-04-04,ROVIRA,,,,,"Vilanova et al. (1978), L’Alia informatio beguinorum d’Arnau de Vilanova"
BITECA bibid 1259,Notícies de dos manuscrits de l’Arxiu de l’Arxiprestal de Morella,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Manuel,Betí Bonfill,,Butlletí de la Biblioteca de Catalunya,,,,,,,,,1917,,,4,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,47-67,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-28,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2018-03-07,SORIANO,,,,,"Betí Bonfill (1917), “Notícies de dos manuscrits de l’Arxiu de l’Arxiprestal de Morella”, Butlletí de la Biblioteca de Catalunya"
BITECA bibid 1260,Les {I}Vides de sants rosselloneses{/I} del manuscrit 44 de París,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joan,Corominas,,Lleures i converses d’un filòleg,,,,,,,Club editor,Barcelona,1974,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,276-362,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-30,,,,,,,,,,,,,,,,"anteriorment publicat en castellà: “Las vidas de Santos rosellonesas del manuscrito 44 de París”, {I}Anales del Instituto de Lingüística de la Universidad Nacional de Cuyo{/I}, III,Mendoza, 1943, pp. 126-211",,BIBLIOGRAPHY*STATUS*1C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Corominas (1974), “Les Vides de sants rosselloneses del manuscrit 44 de París”, Lleures i converses d’un filòleg"
BITECA bibid 1261,Un altre manuscrit català del {I}Flos Sanctorum{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Pere,Pujol i Tubau,,Estudis Universitaris Catalans,,,,,,,,,1914,,,8,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,67-82,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Pujol i Tubau (1914), “Un altre manuscrit català del Flos Sanctorum”, Estudis Universitaris Catalans"
BITECA bibid 1262,La {I}Suma de Colacions{/I} de Juan de Gales en Cataluña,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Curt J.,Wittlin,,Estudios Franciscanos,,,,,,,,,1971,,,72,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,189-203,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,271.33 (05) (46.71),,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2012-01-28,App Service - MCR,,,,,"Wittlin (1971), “La Suma de Colacions de Juan de Gales en Cataluña”, Estudios Franciscanos"
BITECA bibid 1263,Breviloqui,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joan de,Gal·les,,,,,,,,"Els Nostres Clàssics, A, 28",Barcino,Barcelona,1930,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,175,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-15,CONCHEFF,2011-04-04,ROVIRA,,,,,"Gal·les et al. (1930), Breviloqui"
BITECA bibid 1264,The Astrological Works of Abraham Ibn Ezra. A Literary and Linguistic Study with Special Reference to the Old French Translation of Hagin,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Raphael,Levy,,,,,,,,John Hopkins Studies in Romance Literatures and Languages,Johns Hopkins Press,Baltimore,1927,,,8,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,389,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,BITECA bibid 1715,,,,,,,,,,,,,"estudi de l’obra original hebrea i de les seves versions, però no és una edició del text català. No Bib.",,BIBLIOGRAPHY*STATUS*2C,1990-09-26,AVENOZA,2011-03-28,ROVIRA,,,,,"Levy (1927), The Astrological Works of Abraham Ibn Ezra. A Literary and Linguistic Study with Special Reference to the Old French Translation of Hagin"
BITECA bibid 1265,"Traducció dels {I}Usatges{/I}, les més antigues {I}Constitucions{/I} de Catalunya y les {I}Costumes{/I} de Pere Albert",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Josep,Gudiol i Cunill,,Anuari de l’Institut d’Estudis Catalans,,,,,,,,,1907,,,1,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,285-334,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,06/15,,,,,,,,,,,,,,,,"descripció i edició del mss. del Museu Episcopal de Vich. {I}Usatges{/I} (versió antiga) pp. 287-311, {I}Constitucions{/I} de l’època de Pere I i Jaume I (la més moderna de 1251) pp. 311-318 i {I}Costums{/I} de Pere Albert pp. 318-334",,BIBLIOGRAPHY*STATUS*2C,1990-09-27,AVENOZA,2012-01-28,App Service - MCR,,,,,"Gudiol i Cunill (1907), “Traducció dels Usatges, les més antigues Constitucions de Catalunya y les Costumes de Pere Albert”, Anuari de l’Institut d’Estudis Catalans"
BITECA bibid 1267,Ciència i cultura a Barcelona. El llegat de la Biblioteca Universitària,,BIBLIOGRAPHY*CREATOR_ROLE*COMP,Jordi,Torra,,,,,,,,,Universitat de Barcelona,Barcelona,1990,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,19,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,833-4t-C8/19,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-28,AVENOZA,2011-04-07,ROVIRA,,,,,"Torra et al. (1990), Ciència i cultura a Barcelona. El llegat de la Biblioteca Universitària"
BITECA bibid 1268,Profecies de 1405,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Anselm,Turmeda,,,,,,,,,,Barcelona,1925,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2I,1990-09-28,AVENOZA,,,,,,,"Turmeda et al. (1925), Profecies de 1405"
BITECA bibid 1269,CANTIC = Catàleg d’Autoritats d’Autors i Títols de Catalunya,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,,,Biblioteca de Catalunya,,,,,,,,Biblioteca de Catalunya,Barcelona,2010,,,,,,,,,,,BIBLIOGRAPHY*FORM*DATA,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-09-28,AVENOZA,2011-03-15,ROVIRA,UNIVERSAL*INTERNET_CLASS*URL,cantic.bnc.cat,,,"Biblioteca de Catalunya (2010), CANTIC = Catàleg d’Autoritats d’Autors i Títols de Catalunya"
BITECA bibid 1270,Lo Llibre vert del Arxiu Municipal de Barcelona,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume,Massó Torrents,,L’Avenç,,,,,,,,Barcelona,1882,1883,,1,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,"107-10, 122-4, 154-8",,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1010,,,,,BIBLIOGRAPHY*RELATED_BIBCLASS*CB,BITECA bibid 1015,,494,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-28,AVENOZA,2011-03-30,ROVIRA,,,,,"Massó Torrents et al. (1882-83), “Lo Llibre vert del Arxiu Municipal de Barcelona”, L’Avenç"
BITECA bibid 1271,La prova giudiziaria del duello nel periodo dell’autonomia (Note al “Libellus de batallia”),5,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Raffaele di,Tucci,,Studi Sassaresi,,,,,,,,,1926,,,serie 2,5,,,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-09-28,AVENOZA,2011-04-07,ROVIRA,,,,,"Tucci (1926), “La prova giudiziaria del duello nel periodo dell’autonomia (Note al “Libellus de batallia”)”, Studi Sassaresi"
BITECA bibid 1272,Die Verordnung für den gottesgerichtlichen Zweikampf zu Barcelona,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Richard,Otto,,Zeitschrift für romanische Philologie,,,,,,,,,1889,,,13,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,89-114,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,AB3,,,,,,,,,,,,,,,,sobre el mss. Vat. ottobonica 3058 (?) edita el {I}De batalla{/I} de Pere Albert,,BIBLIOGRAPHY*STATUS*2C,1990-10-01,AVENOZA,2012-01-28,App Service - MCR,,,,,"Otto (1889), “Die Verordnung für den gottesgerichtlichen Zweikampf zu Barcelona”, Zeitschrift für romanische Philologie"
BITECA bibid 1273,Les publicacions històriques de l’Ajuntament de Barcelona. Col·lecció de documents històrics inèdits de l’Arxiu Municipal de la ciutat de Barcelona,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,,,Ajuntament de Barcelona,Recull de Documents i Estudis,,,,,,,,,1920,,,1,fasc. 1,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,9-73,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 9-11,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,2011-03-09,ROVIRA,,,,,"Ajuntament de Barcelona (1920), “Les publicacions històriques de l’Ajuntament de Barcelona. Col·lecció de documents històrics inèdits de l’Arxiu Municipal de la ciutat de Barcelona”, Recull de Documents i Estudis"
BITECA bibid 1274,Les quatre grans cròniques,,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Ferran,Soldevila,,,,,,,,"Biblioteca Perenne, 26",Selecta,Barcelona,1983,,,,2a. ed. [1971],BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1298,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,D-144/6/13,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,2002-08-21,AVENOZA,,,,,"Soldevila (1983), Les quatre grans cròniques"
BITECA bibid 1275,Novel·letes exemplars. La fiyla del rey d’Ungria. La filla del emperador Costantí. La comtessa fidel. Amich e Melis. Lo fill del senescal d’Egipte,,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Ramon,Aramon i Serra,,,,,,,,"Els Nostres Clàssics, A, 48",Barcino,Barcelona,1934,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,190,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,D-894/5/1,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,2011-03-10,ROVIRA,,,,,"Aramon i Serra (1934), Novel·letes exemplars. La fiyla del rey d’Ungria. La filla del emperador Costantí. La comtessa fidel. Amich e Melis. Lo fill del senescal d’Egipte"
BITECA bibid 1276,Historia de Valter e de la pacient Griselda escrita en llatí per Francesch Petrarca e arromançada per Bernat Metge [edició facsímil],,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Marià,Aguiló,,,,,,,,,Evarist Ullastres,Barcelona,1883,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,xvii,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,83-8au-C 14/8,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,2011-03-09,ROVIRA,,,,,"Aguiló et al. (1883), Historia de Valter e de la pacient Griselda escrita en llatí per Francesch Petrarca e arromançada per Bernat Metge [edició facsímil]"
BITECA bibid 1277,Libre de la figura del uyl. Text català traduït de l’àrab per Mestre Joan Jacme i conservat en un manuscrit del XIVn segle a la Biblioteca Capitular de la Seu de Saragossa,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Lluís,Alcoatí,,,,,,,,,Laboratorios del N. de España,Barcelona,1933,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,245,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Medicina H 617.7Alc,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,1997-10-27,AVENOZA,,,,,"Alcoatí et al. (1933), Libre de la figura del uyl. Text català traduït de l’àrab per Mestre Joan Jacme i conservat en un manuscrit del XIVn segle a la Biblioteca Capitular de la Seu de Saragossa"
BITECA bibid 1278,Novelari català dels segles XIV a XVIII,3,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Ramon,Miquel i Planas,,,,,,,,Nova Biblioteca Catalana,Fidel Giró,Barcelona,1908,1916,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,833.1 Nov,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,2005-04-07,AVENOZA,,,,,"Miquel i Planas (1908-16), Novelari català dels segles XIV a XVIII"
BITECA bibid 1279,Novel·letes sentimentals del segles XIV i XV,,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Arseni,Pacheco,,,,,,,,"Antologia Catalana, 57",Edicions 62,Barcelona,1970,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,108,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,D-700/7/51,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,2011-04-04,ROVIRA,,,,,"Pacheco (1970), Novel·letes sentimentals del segles XIV i XV"
BITECA bibid 1280,"Libre intitulat jardinet de orats. Fragments inèdits trets de un Ms. del XV{SS}èn{ES} al XVI{SS}èn{ES} segle, existent en la Biblioteca de la Universitat de Barcelona",,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Antoni,Bulbena i Tosell,,,,,,,,Biblioteca de la 'Revista de Cataluña',La Academia,Barcelona,1897,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,64,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1001,,,Bul.13,,,,,,,,,,,,,,,,sense cap data visible,,BIBLIOGRAPHY*STATUS*1C,1990-10-01,AVENOZA,2011-03-16,ROVIRA,,,,,"Bulbena i Tosell (1897), Libre intitulat jardinet de orats. Fragments inèdits trets de un Ms. del XV{SS}èn{ES} al XVI{SS}èn{ES} segle, existent en la Biblioteca de la Universitat de Barcelona"
BITECA bibid 1281,Retrobament d’uns textos perduts del {I}Jardinet d’Orats{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Cecília,Burgaya,,"Estudis de Llengua i Literatura Catalanes, 14 = Miscel·lània Antoni M. Badia i Margarit, 6",,,,,,,,,1987,,,14,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,293-98,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,BIBLIOGRAPHY*RELATED_BIBCLASS*CB,BITECA bibid 1450,,7,16,,,,,,,,,,no edita cap text en català,,BIBLIOGRAPHY*STATUS*1C,1990-10-02,AVENOZA,2012-01-28,App Service - MCR,,,,,"Burgaya (1987), “Retrobament d’uns textos perduts del Jardinet d’Orats”, Estudis de Llengua i Literatura Catalanes, 14 = Miscel·lània Antoni M. Badia i Margarit, 6"
BITECA bibid 1282,"Catalunya a Palestina, I. Romiatge a la casa sancta de Jherusalem per Guillem Oliver (1464). Relació de la peregrinació de Jerusalém y Palestina per Joan López (1762-81)",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume,Collell,,,,,,,,,Germans Subirana,Barcelona,1900,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,xvi + 200,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,no Bib.,BIBLIOGRAPHY*STATUS*1C,1990-10-02,AVENOZA,2021-09-07,SORIANO,,,,,"Collell (1900), Catalunya a Palestina, I. Romiatge a la casa sancta de Jherusalem per Guillem Oliver (1464). Relació de la peregrinació de Jerusalém y Palestina per Joan López (1762-81)"
BITECA bibid 1283,"Tractat de luxúria. Capítols tréts de “Lo terç del Crestià”. Ms. inèdit, en lo XIV{SS}en{ES} segle, compost per lo molt reverent mestre Francesch Eximèniç. Nova traducció de les histories de Loth e de Susanna",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Eiximeniç,,,,,,,,,Elzeviriana,Barcelona,1906,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,30,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-02,AVENOZA,2011-03-16,ROVIRA,,,,,"Eiximeniç et al. (1906), Tractat de luxúria. Capítols tréts de “Lo terç del Crestià”. Ms. inèdit, en lo XIV{SS}en{ES} segle, compost per lo molt reverent mestre Francesch Eximèniç. Nova traducció de les histories de Loth e de Susanna"
BITECA bibid 1284,Parlament de casa Mercader i Tragèdia de Caldesa,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joan,Roís de Corella,,,,,,,,Clásicos Valencianos,Hijos de J. Armengol,Castelló de la Plana,1921,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,185,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,,,BITECA libid 1001,,,A.83-8§-38/3,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-10-02,AVENOZA,2011-03-24,ROVIRA,,,,,"Roís de Corella et al. (1921), Parlament de casa Mercader i Tragèdia de Caldesa"
BITECA bibid 1285,World Guide to Libraries,,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Bettina,Bartz,,,,,,,,,K. G. Saur,München - London - New York - Paris,1993,,,,11a.,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,xxxiii + 1179,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,A 021 WOR,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-02,AVENOZA,2011-03-14,ROVIRA,,,,,"Bartz et al. (1993), World Guide to Libraries"
BITECA bibid 1286,Cançoner satírich valenciá dels segles XV y XVI,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ramon,Miquel i Planas,,,,,,,,Biblioteca Catalana,Fidel Giró,Barcelona,1911,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,xxvi + 375,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Rom. Reserva 833.1 B BIB,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-02,AVENOZA,2011-03-30,ROVIRA,,,,,"Miquel i Planas (1911), Cançoner satírich valenciá dels segles XV y XVI"
BITECA bibid 1287,Fotocòpia de BNP ESP. 124 (Consolat de mar),,,,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*FORM*MANU,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1001,,,FR 201,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2I,1990-10-02,AVENOZA,1995-02-16,AVENOZA,,,,,Fotocòpia de BNP ESP. 124 (Consolat de mar) (Date?)
BITECA bibid 1289,Regiment preservatiu i curatiu de la pestilència,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Lluís d’,Alcanyís,,,,,,,,,Catalònia,Barcelona,1914,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,29,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,,,BITECA libid 1001,,,61 Var 5/9,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1990-10-02,AVENOZA,2011-03-09,ROVIRA,,,,,"Alcanyís (1914), Regiment preservatiu i curatiu de la pestilència"
BITECA bibid 1290,Lluís d’Alcanyiz: Regiment preservatiu e curatiu de pestilència. Edició facsímil,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jordi,Rubió i Balaguer,,Butlletí de la Biblioteca de Catalunya,,,,,,,,,1923,1927,,7,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,25-57,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Romàniques,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-02,AVENOZA,2011-04-06,ROVIRA,,,,,"Rubió i Balaguer (1923-27), “Lluís d’Alcanyiz: Regiment preservatiu e curatiu de pestilència. Edició facsímil”, Butlletí de la Biblioteca de Catalunya"
BITECA bibid 1291,Bibliography of Old Spanish Texts,,BIBLIOGRAPHY*CREATOR_ROLE*COMP,Charles,Faulhaber,,,,,,,,,Hispanic Seminary of Medieval Studies,Madison,1984,,,,3a.,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,341,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1016,,,Rom 016 (083. 83) : 860 Bib,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1990-10-03,AVENOZA,2015-09-14,CLARA,,,,,"Faulhaber et al. (1984), Bibliography of Old Spanish Texts"
