MANID,TITLE,TITLE_LOC,TITLE_NICKNAME,MATERIAL,MATERIAL_BASIS,FORMAT,FORMAT_BASIS,STATE,STATE_BASIS,BINDING,BINDING_BASIS,CONDITION,CONDITION_BASIS,LEAF_CLASS,LEAF_COUNT,LEAF_BASIS,COLLATION,COLLATION_BASIS,SIZE_CLASS,SIZE_HEIGHT,SIZE_WIDTH,SIZE_LOC,SIZE_BASIS,PAGE_CLASS,PAGE_DETAIL,PAGE_LOC,PAGE_Q,PAGE_BASIS,HAND_CLASS,HAND_DETAIL,HAND_LOC,HAND_Q,HAND_BASIS,FONT_CLASS,FONT_DETAIL,FONT_LOC,FONT_Q,FONT_BASIS,WATERMARK_CLASS,WATERMARK_DETAIL,WATERMARK_LOC,WATERMARK_Q,WATERMARK_BASIS,GRAPHIC_CLASS,GRAPHIC_DETAIL,GRAPHIC_LOC,GRAPHIC_Q,GRAPHIC_BASIS,MUSIC_CLASS,MUSIC_DETAIL,MUSIC_LOC,MUSIC_Q,MUSIC_BASIS,FEATURE_CLASS,FEATURE_DETAIL,FEATURE_LOC,FEATURE_Q,FEATURE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_MAKER_IDP,MILESTONE_MAKER_ID,MILESTONE_MAKER_IDQ,MILESTONE_MAKERBASIS,MILESTONE_FUNDER_IDP,MILESTONE_FUNDER_ID,MILESTONE_FUNDER_IDQ,MILESTONE_FUNDERBASIS,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,OWNER_IDP,OWNER_ID,OWNER_IDQ,OWNER_CALLNO,OWNER_ARMS,OWNER_PRICE,OWNER_CURRENCY,OWNER_GEOID,OWNER_GEOIDQ,OWNER_BD,OWNER_BDQ,OWNER_ED,OWNER_EDQ,OWNER_BASIS,CLASS,FIRST_ANAID,FIRST_TEXSEQ,FIRST_TEXID,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNOCLASS,RELATED_LIBCALLNO,RELATED_LIBSEQUENCE,RELATED_LIBBASIS,RELATED_LIBEVENTCLASS,RELATED_LIBEVENTDETAIL,RELATED_LIBEVENTPRICE,RELATED_LIBEVENTCURRENCY,RELATED_LIBEVENTGEOID,RELATED_LIBEVENTGEOIDQ,RELATED_LIBEVENTBD,RELATED_LIBEVENTBDQ,RELATED_LIBEVENTED,RELATED_LIBEVENTEDQ,RELATED_LIBEVENTBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNILANGUAGE,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA manid 1185,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*TXTPG,219,163,33r,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 3,,,,Group 3,,,,,,,1601,,1700,,"ff. 1-8, 132-248 ({I}IGM{/I}",,,,,,,,,,,,,,,,,,,,contiene una carta autógrafa del,BETA bioid 4324,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,D-56,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1185,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,305,220,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contiene notas autógrafas de,BETA bioid 2315,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*MIC,BETA bibid 2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1004,II,181-82,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 1107,I,lvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5020,,,MSS/707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 5461,,,MSS/707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1187,,,,MS_ED*MATERIAL*PARCH,Zarco,,,,,"cuero negro sobre tabla, mudéjar, con planchas de hierro, refuerzos metálicos en canto superior e inferior y en puntas, y cierres metálicos	",RBME Cat.,"Mal estado general de conservación; f. 5bis falto de la mitad superior, huellas de afectación biológica en f. 1-3 y tapa posterior, perforaciones, manchas de diverso origen, amarilleo, trazos difuminados; desgarros y pérdidas en el lomo, tapas muy desgastadas",RBME Cat.,,,,,,MS_ED*SIZE_CLASS*LEAF,285,190,,Zarco,,,,,,MS_ED*HAND_CLASS*GO,,,,Zarco,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,BETA geoid 1072,?,,1301,,1400,,Zarco,Group 1,BETA bioid 2228,,,,,,,,,,,,Zarco III:216,,BETA cnum 223,1000.0,BETA texid 1070,,,,,,,,,,BETA libid 172,,,MS_ED*RELATED_LIBCALLNOCLASS*C,I-II-8 (2{SS}o{ES},MA112000,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1003,II,39,I.II.8,,,,,,MS_ED*RELATED_UNICLASS*CON,también textos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,,BETA subid 1265,,,,,,"Zarco (III:216): “este ms. debió de pertenecer al P. Fray Enrique Flórez, pues entre los suyos aparece uno con idéntico título y el mismo contenido. Véase al P. Fr. Gregorio de Santiago Vela … en la palabra ‘Oraciones’.”<br /><br />La primera parte del MS (I-II-8 (1{SS}o{ES}) contiene un misal en latín del s. XIII",,MS_ED*STATUS*1F,1985-07-10,FAULHABER,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://rbmecat.patrimonionacional.es/cgi-bin/koha/opac-detail.pl?biblionumber=603&query_desc=I%20II%208,RBME Cat.,2024-04-10,"MS: San Lorenzo de El Escorial: Escorial: Monasterio, I-II-8 (2{SS}o{ES}. Ólvega?:, 1301 - 1400. Desconocido, Aniversarios de la iglesia de Oluega, escrito 1400 ca. ad quem."
BETA manid 1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,I.II.8,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1003,III,216,74,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://rbme.patrimonionacional.es/s/rbme/item/13731,RBME Digital,2024-04-10,
BETA manid 1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 1727,II,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 4472,II,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5350,,,I-II-8 (2{SS}o{ES},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 8702,,,I-II-8 (2{SS}o{ES},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1191,,,,MS_ED*MATERIAL*PAPER,Zarco,,,,,"del Escorial, s. XVIII",Zarco,,,MS_ED*LEAF_CLASS*FF,148 (tablas 139r),Zarco,,,MS_ED*SIZE_CLASS*LEAF,300,210,,Zarco,,,,,,MS_ED*HAND_CLASS*CO,,,,Zarco,,,,,,MS_ED*WATERMARK_CLASS*OXHD,con estrella,,,Zarco,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1465,a quo,1500,ca.,Zarco,Group 1,BETA bioid 2172,?,,,,,,,,,,,Zarco,,BETA cnum 1058,1.0,BETA texid 1002,,Tablas f. 139r de mano de,BETA bioid 4675,,,,,,Zarco,BETA libid 172,,,MS_ED*RELATED_LIBCALLNOCLASS*C,L.II.21,MA136000,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1003,II,258-61,L.II.21,,,,,,MS_ED*RELATED_UNICLASS*CON,tambien ff. 139-148 textos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,,,,,,,,Contiene principalmente {I}Ordenamientos{/I} reales,,MS_ED*STATUS*2I,1985-07-10,FAULHABER,2023-04-18,FAULHABER,,,,,"MS: San Lorenzo de El Escorial: Escorial: Monasterio, L.II.21. 1465 a quo - 1500 ca. Colectivo, Ordenamientos reales, escrito 1200 - 1800."
BETA manid 1191,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*TXTPG,190,125,,Zarco,,,,,,,,,,,,,,,,MS_ED*WATERMARK_CLASS*CAST,,,,Zarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1727,III,23,L.II.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,Glossa Ordinaria,lomo,,MS_ED*MATERIAL*PARCH,Faulhaber,,,,,"piel estezada (badana) sobre tablas con restos de cierre de bronce, s.XIII",Torre & Longás,regular: el f. 67 con un corte vertical que no afecta el texto del {I}Auto de los reyes magos{/I},Faulhaber,MS_ED*LEAF_CLASS*FF,1 (guarda) + 1-68,Faulhaber,1-3{SS}8{ES} 4{SS}6{ES} 5-8{SS}8{ES} 9{SS}6{ES},Faulhaber,MS_ED*SIZE_CLASS*LEAF,242,160,,Menéndez Pidal,MS_ED*PAGE_CLASS*COL,3,"1r-28v, 30v-67v",,Faulhaber,MS_ED*HAND_CLASS*GM,de transición de la carolingia,1-67v,,Faulhaber,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INI,de rasgueo en blanco sobre fondo rojo,1r,,BNE Cat.,,,,,,MS_ED*FEATURE_CLASS*RU,en seco,,,Faulhaber,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1201,ca.,1210,ca.,"Menéndez Pidal, Faulhaber",Group 1,BETA insid 1069,,Cax 6-8,,,,,,,,,,BNE Cat.,,BETA cnum 229,10.0,BETA texid 1075,,,,,,,,,,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,VITR/5/9,MA492000,,,,,,,,,,,,,,BETA bibid 4360,,1098,,,,,,,MS_ED*RELATED_UNICLASS*CON,principalmente textos religiosos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,BNE Cat.,,,,BETA subid 1265,,,,,,"Faulhaber: En estuche holandesa de piel y tela verde. Nota en el r{SS}o{ES} de la primera guarda en mano del s. XVI: “hec continet cantica canticorum & | Lamentationes Jeremie.”<br /><br />Los cuadernos alternan piel | carne || carne | piel, comenzando con el lado piel.<br /><br />MS de factura típica para los textos glosados, con una columna central con el texto, escrito en caracteres grandes y en líneas espaciadas para las glosas interlneales, y 2 columnas laterales para la glosa, siendo la col. exterior más ancha que la interior.<br /><br />BNE Cat.: “Letra gotica de diversas manos, de la primera mitad del S.XIII, más pequeña la de las glosas. Texto a línea tirada en h. 28-29v. Iniciales de lacería sobre fondo rojo; versales y calderones del mismo color.”<br /><br />BNE Cat. interno: “Contiene: Anselmi Laudunensis: Osculetur me osculo sui… (h. 1 b).<br />Glossa: Vox precedentium adventum Christi… (h. 1 a)… super montes aromatum (h. 27v. b).<br />Glossa:… quando in quod reminisci volumus memoria non tenemus (h. 27v. a).<br />[Fragmenta varia]:<br />1. Scientia Dei inmensa comprehendit (h. 28);<br />2. Et vidi in dextra sedentis super thronum librum (h. 28 a).<br />3. Nichil semper fuit aut est sine inicio… (h. 28v).<br />Lamentationes Ieremiae.<br />1. Prothemata: Sunt Cantica Canticorum et lamentationes lamentationum (h. 30). <br />2. Pascasius. Quadruplici plagae alphabetico… (h. 30 a).<br />3. Gislebertus. Rhetoricorum colorum splendorem (h. 30v. b)… cum iam nec penitencie nec venielocus erit. Sufficiunt haec ad expositionem lamentationum Iheremie que de patribus fontibus hausi ego Gislebertus antissiodorensis ecclesie diaconus (h. 67v. a).<br />4. [Auto de los Reyes Magos]: Dios Criador qual maravila. No se qual es achesta strela (h. 67v)… ni en nostras vocas es falada (h. 68).<br />Notas sobre 'Lex divina' (apenas legible) (h. 68v)”",,MS_ED*STATUS*1C,1985-07-10,FAULHABER,2023-04-27,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bdh-rd.bne.es/viewer.vm?pid=d-2710677,Bibl. Digital Hispánica,2016-04-12,"MS: Madrid: Nacional (BNE), VITR/5/9. 1201 ca. - 1210 ca. Desconocido, Auto de los Reyes Magos, escrito 1150 ca."
BETA manid 1193,Canti[ca ca]nticorum Cum gl[…] | Cantica canticorum cum […],etiqueta plano anterior,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*LEAF,244,156,f. 67,Faulhaber,MS_ED*PAGE_CLASS*COL,2,30r,,Faulhaber,MS_ED*HAND_CLASS*GO,varias manos,,,BNE Cat.,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INIS,rojas,,,BNE Cat.,,,,,,MS_ED*FEATURE_CLASS*PE,con un punzón,,,Faulhaber,MS_ED*MILESTONE_CLASS*W,,Group 2,,,,Group 2,,,,,,,1201,ca.,1250,ca.,BNE Cat.,Group 1,,,3-16,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,Vitrina 5-9,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5621,,178,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,glosa super Cantica canticorum,guarda,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,255,169,,Faulhaber,MS_ED*PAGE_CLASS*LIN,20,67v,,Faulhaber,MS_ED*HAND_CLASS*GO,rústica,67v-68r,,Fauhaber,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*PARR,en rojo,,,BNE Cat.,,,,,,MS_ED*FEATURE_CLASS*CO,,"ff. 4/5, 12/13, 20/21, 27/28, 34/35, 42/43, 50/51, 58/59, 65-66",,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,Hh-115,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,GLOSSA WALFRIDI STRABI | AUTO DE | LOS REYES MAGOS,estuche,,,,,,,,,,,,,,,,,,,,,,MS_ED*PAGE_CLASS*LIN,32,68r,,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1617,,342,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 5622,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1017,,79,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5020,,,VITR/5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 5461,,,VITR/5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAC,BETA bibid 2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 2030,,453-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAC,BETA bibid 2753,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
