,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,
1553,BETA geoid 2355,,,https://es.wikipedia.org/wiki/Condado_de_Santa_Marta,
1554,BETA geoid 2356,GEOGRAPHY*TYPE*T,Láncara,http://en.wikipedia.org/wiki/L%C3%A1ncara,
1555,BETA geoid 2357,GEOGRAPHY*TYPE*M,Esteva de las Delicias (marquesado),https://www.wikidata.org/wiki/Q6000312,
1556,BETA geoid 2357,,,http://es.wikipedia.org/wiki/Marquesado_de_Esteva_de_las_Delicias,
1557,BETA geoid 2358,GEOGRAPHY*TYPE*T,Reggio Emilia,,
1558,BETA geoid 2359,GEOGRAPHY*TYPE*T,Las Presillas,,
1559,BETA geoid 2360,GEOGRAPHY*TYPE*T,Pintia,http://es.wikipedia.org/wiki/Pintia,
1560,BETA geoid 2362,GEOGRAPHY*TYPE*T,Sitizano,http://it.wikipedia.org/wiki/Cosoleto,
1561,BETA geoid 2363,GEOGRAPHY*TYPE*T,San Juan de Ortega,http://es.wikipedia.org/wiki/San_Juan_de_Ortega_(Burgos),
1562,BETA geoid 2364,GEOGRAPHY*TYPE*M,Lansdowne (marquesado),http://en.wikipedia.org/wiki/Marquess_of_Lansdowne,
1563,BETA geoid 2365,GEOGRAPHY*TYPE*C,Somerset (condado),https://www.wikidata.org/wiki/Q23157,
1564,BETA geoid 2365,,,http://en.wikipedia.org/wiki/County_of_Somerset,
1565,BETA geoid 2366,GEOGRAPHY*TYPE*C,Shelburne (condado),http://en.wikipedia.org/wiki/Earl_of_Shelburne,
1566,BETA geoid 2367,GEOGRAPHY*TYPE*C,Wexford (condado),http://en.wikipedia.org/wiki/County_Wexford,
1567,BETA geoid 2368,GEOGRAPHY*TYPE*T,Dublin,,
1568,BETA geoid 2369,GEOGRAPHY*TYPE*Y,Liechtenstein (principado),https://www.wikidata.org/wiki/Q347,
1569,BETA geoid 2369,,,http://es.wikipedia.org/wiki/Liechtenstein,
1570,BETA geoid 2370,GEOGRAPHY*TYPE*T,Sunderland,"http://en.wikipedia.org/wiki/Sunderland,_Tyne_and_Wear#Early_history",
1571,BETA geoid 2371,GEOGRAPHY*TYPE*C,Durham (condado),https://www.wikidata.org/wiki/Q23082,
1572,BETA geoid 2371,,,http://en.wikipedia.org/wiki/County_Durham,
1573,BETA geoid 2372,GEOGRAPHY*TYPE*T,Soncino,http://it.wikipedia.org/wiki/Soncino,
1574,BETA geoid 2373,GEOGRAPHY*TYPE*P,Cremona (provincia),http://it.wikipedia.org/wiki/Provincia_di_Cremona,
1575,BETA geoid 2374,GEOGRAPHY*TYPE*R,Lombardia (región),http://it.wikipedia.org/wiki/Lombardia,
1576,BETA geoid 2375,GEOGRAPHY*TYPE*T,Ragusa,http://it.wikipedia.org/wiki/Ragusa,
1577,BETA geoid 2376,GEOGRAPHY*TYPE*T,Assisi,http://it.wikipedia.org/wiki/Assisi,
1578,BETA geoid 2377,GEOGRAPHY*TYPE*P,Perugia (provincia),https://www.wikidata.org/wiki/Q16240,
1579,BETA geoid 2377,,,http://it.wikipedia.org/wiki/Provincia_di_Perugia,
1580,BETA geoid 2378,GEOGRAPHY*TYPE*R,Umbria (región),http://it.wikipedia.org/wiki/Umbria,
1581,BETA geoid 2379,GEOGRAPHY*TYPE*T,Pancorbo,http://es.wikipedia.org/wiki/Pancorbo,
1582,BETA geoid 2380,GEOGRAPHY*TYPE*T,Nindeln,,
1583,BETA geoid 2381,GEOGRAPHY*TYPE*D,Chiapas (diócesis),,
1584,BETA geoid 2382,GEOGRAPHY*TYPE*T,Brozas,,
1585,BETA geoid 2383,GEOGRAPHY*TYPE*T,Viana do Castelo,,
1586,BETA geoid 2384,GEOGRAPHY*TYPE*C,Tepa (condado),https://es.wikipedia.org/wiki/Palacio_del_Conde_de_Tepa,
1587,BETA geoid 2385,GEOGRAPHY*TYPE*T,Alaejos,,
1588,BETA geoid 2386,GEOGRAPHY*TYPE*A,Goa (archidiócesis),,
1589,BETA geoid 2387,GEOGRAPHY*TYPE*T,Lecároz,,
1590,BETA geoid 2388,GEOGRAPHY*TYPE*A,México (archidiócesis),,
1591,BETA geoid 2389,GEOGRAPHY*TYPE*T,Leiden,http://es.wikipedia.org/wiki/Leiden,
1592,BETA geoid 2390,GEOGRAPHY*TYPE*U,Bavaria (ducado),https://www.wikidata.org/wiki/Q47261,
1593,BETA geoid 2390,,,https://es.wikipedia.org/wiki/Ducado_de_Baviera,
1594,BETA geoid 2391,GEOGRAPHY*TYPE*C,Inzaghi (condado),,
1595,BETA geoid 2392,GEOGRAPHY*TYPE*T,Graz,,
1596,BETA geoid 2393,GEOGRAPHY*TYPE*T,Toreno,https://www.wikidata.org/wiki/Q44913,
1597,BETA geoid 2393,,,http://es.wikipedia.org/wiki/Condado_de_Toreno,
1598,BETA geoid 2394,GEOGRAPHY*TYPE*T,Alcalá de los Gazules,https://www.wikidata.org/wiki/Q203042,
1599,BETA geoid 2394,,,http://en.wikipedia.org/wiki/Alcal%C3%A1_de_los_Gazules,
1600,BETA geoid 2395,GEOGRAPHY*TYPE*T,Villach,http://en.wikipedia.org/wiki/Villach,
1601,BETA geoid 2396,GEOGRAPHY*TYPE*M,La Cañada (marquesado),,
1602,BETA geoid 2397,GEOGRAPHY*TYPE*T,Torre de las Palomas,,
1603,BETA geoid 2398,GEOGRAPHY*TYPE*T,Saumur,,
1604,BETA geoid 2399,GEOGRAPHY*TYPE*DP,Maine-et-Loire (département),,
1605,BETA geoid 2400,GEOGRAPHY*TYPE*T,Frankfurt,,
1606,BETA geoid 2401,GEOGRAPHY*TYPE*T,Alange,http://es.wikipedia.org/wiki/Alange,
1607,BETA geoid 2402,GEOGRAPHY*TYPE*A,Mainz (archidiócesis),,
1608,BETA geoid 2403,GEOGRAPHY*TYPE*O,Stuart de Rothesay (señorío),https://www.wikidata.org/wiki/Q6001313,
1609,BETA geoid 2404,GEOGRAPHY*TYPE*T,Irache,,
1610,BETA geoid 2405,GEOGRAPHY*TYPE*T,Mayalde,https://es.wikipedia.org/wiki/Mayalde,
1611,BETA geoid 2406,GEOGRAPHY*TYPE*T,Bellpuig,http://es.wikipedia.org/wiki/Bellpuig,
1612,BETA geoid 2407,GEOGRAPHY*TYPE*T,Badalona,,
1613,BETA geoid 2408,GEOGRAPHY*TYPE*T,Barajas,https://www.wikidata.org/wiki/Q807230,
1614,BETA geoid 2408,,,http://es.wikipedia.org/wiki/Barajas,
1615,BETA geoid 2409,GEOGRAPHY*TYPE*T,Villagarcía de Campos,https://www.wikidata.org/wiki/Q1929323,
1617,BETA geoid 2409,,,https://es.wikipedia.org/wiki/VillagarC3%ADa_de_Campos,
1616,BETA geoid 2409,,,https://database.factgrid.de/wiki/Item:Q356771,
1618,BETA geoid 2410,GEOGRAPHY*TYPE*T,Villacarriedo,http://es.wikipedia.org/wiki/Villacarriedo,
1619,BETA geoid 2411,GEOGRAPHY*TYPE*K,Sevilla (reino),,
1620,BETA geoid 2412,GEOGRAPHY*TYPE*T,Teddington,,
1621,BETA geoid 2413,GEOGRAPHY*TYPE*C,Middlesex (condado),https://www.wikidata.org/wiki/Q19186,
1622,BETA geoid 2413,,,https://en.wikipedia.org/wiki/Middlesex,
1623,BETA geoid 2414,GEOGRAPHY*TYPE*T,Columbus,,
1624,BETA geoid 2415,GEOGRAPHY*TYPE*S,Ohio (estado),,
1625,BETA geoid 2416,GEOGRAPHY*TYPE*T,Castelo Rodrigo,http://pt.wikipedia.org/wiki/Marqu%C3%AAs_de_Castelo_Rodrigo,
1626,BETA geoid 2417,GEOGRAPHY*TYPE*DP,Landes (département),,
1627,BETA geoid 2418,GEOGRAPHY*TYPE*T,Pedrola,http://es.wikipedia.org/wiki/Pedrola,
1628,BETA geoid 2419,GEOGRAPHY*TYPE*T,Fréscano,http://en.wikipedia.org/wiki/FrC3%A9scano,
1629,BETA geoid 2420,GEOGRAPHY*TYPE*T,Villavaquerín,https://en.wikipedia.org/wiki/VillavaquerC3%ADn,
1630,BETA geoid 2421,GEOGRAPHY*TYPE*K,Sicilia (reino),,
1631,BETA geoid 2422,GEOGRAPHY*TYPE*T,Trento,,
1632,BETA geoid 2423,GEOGRAPHY*TYPE*T,Tournai,http://es.wikipedia.org/wiki/Tournai,
1633,BETA geoid 2424,GEOGRAPHY*TYPE*T,Ghent,http://es.wikipedia.org/wiki/Gante,
1634,BETA geoid 2425,GEOGRAPHY*TYPE*T,Arras,http://es.wikipedia.org/wiki/ArrC3%A1s_(Paso_de_Calais),
1635,BETA geoid 2426,GEOGRAPHY*TYPE*C,Castilla (condado),https://www.wikidata.org/wiki/Q1249230,
1636,BETA geoid 2426,,,http://es.wikipedia.org/wiki/Condado_de_Castilla,
1637,BETA geoid 2427,,Asia,,
1638,BETA geoid 2428,GEOGRAPHY*TYPE*N,Etiopía (nación),,
1639,BETA geoid 2429,GEOGRAPHY*TYPE*T,Montilla,http://es.wikipedia.org/wiki/Montilla_%28CC3%B3rdoba%29,
1640,BETA geoid 2430,GEOGRAPHY*TYPE*N,Líbano (nación),,
1641,BETA geoid 2431,GEOGRAPHY*TYPE*T,Navarrete,,
1642,BETA geoid 2432,GEOGRAPHY*TYPE*H,Canet (vizcondado),http://heraldicacatalana.blogspot.com/2011/03/armas-de-los-titulos-catalanes-xxxvii.html,
1643,BETA geoid 2433,GEOGRAPHY*TYPE*T,San Juan de Piedras Albas,http://www.piedrasalbas.es/index.php,
1644,BETA geoid 2434,GEOGRAPHY*TYPE*T,Huelves,http://es.wikipedia.org/wiki/Huelves,
1645,BETA geoid 2435,GEOGRAPHY*TYPE*T,Sacedón,http://es.wikipedia.org/wiki/Saced%C3%B3n,
1646,BETA geoid 2436,GEOGRAPHY*TYPE*T,Córcoles,https://www.wikidata.org/wiki/Q47044474,
1647,BETA geoid 2437,GEOGRAPHY*TYPE*T,Talamanca de Jarama,http://es.wikipedia.org/wiki/Talamanca_de_Jarama,
1648,BETA geoid 2438,GEOGRAPHY*TYPE*C,Xiquena (condado),https://www.wikidata.org/wiki/Q5782274,
1649,BETA geoid 2438,,,http://es.wikipedia.org/wiki/Condado_de_Xiquena,
1650,BETA geoid 2439,GEOGRAPHY*TYPE*B,"Gelves, isla de los (campo de batalla)",,
1651,BETA geoid 2440,GEOGRAPHY*TYPE*T,Peñaranda de Bracamonte,https://www.wikidata.org/wiki/Q679766,
1652,BETA geoid 2440,,,http://es.wikipedia.org/wiki/PeC3%B1aranda_de_Bracamonte,
1653,BETA geoid 2441,GEOGRAPHY*TYPE*U,Guyenne (ducado),https://www.wikidata.org/wiki/Q849324,
1654,BETA geoid 2441,,,http://fr.wikipedia.org/wiki/Guyenne,
1655,BETA geoid 2442,GEOGRAPHY*TYPE*T,Bordeaux,http://fr.wikipedia.org/wiki/Bordeaux,
1657,BETA geoid 2443,,,https://www.wikidata.org/wiki/Q842091,
1656,BETA geoid 2443,GEOGRAPHY*TYPE*R,Normandie (región),https://www.wikidata.org/wiki/Q18677875,
1658,BETA geoid 2443,,,http://fr.wikipedia.org/wiki/Duch%C3%A9_de_Normandie,
1659,BETA geoid 2444,GEOGRAPHY*TYPE*T,Valdenebro,http://es.wikipedia.org/wiki/Valdenebro,
1660,BETA geoid 2445,GEOGRAPHY*TYPE*T,Sagres,http://pt.wikipedia.org/wiki/Sagres_(Vila_do_Bispo),
1661,BETA geoid 2446,GEOGRAPHY*TYPE*EN,Biezma (encomienda),,
1662,BETA geoid 2447,GEOGRAPHY*TYPE*T,Reading,"http://en.wikipedia.org/wiki/Reading,_Berkshire",
1663,BETA geoid 2448,GEOGRAPHY*TYPE*C,Berkshire (condado),https://www.wikidata.org/wiki/Q23220,
1664,BETA geoid 2448,,,http://en.wikipedia.org/wiki/Berkshire,
1665,BETA geoid 2449,GEOGRAPHY*TYPE*T,Augsburg,http://es.wikipedia.org/wiki/Augsburgo,
1666,BETA geoid 2450,GEOGRAPHY*TYPE*ME,Uribe (merindad),https://www.wikidata.org/wiki/Q123704177,
1668,BETA geoid 2450,,,https://es.wikipedia.org/wiki/Merindad_de_Uribe,
1667,BETA geoid 2450,,,https://database.factgrid.de/wiki/Item:Q780035,
1669,BETA geoid 2451,GEOGRAPHY*TYPE*U,Estrées (ducado),https://fr.wikipedia.org/wiki/Famille_d%27EstrC3%A9es,
1670,BETA geoid 2452,GEOGRAPHY*TYPE*T,Almagro,https://www.wikidata.org/wiki/Q752280,
1671,BETA geoid 2453,GEOGRAPHY*TYPE*T,Villanueva de la Serena,https://database.factgrid.de/wiki/Item:Q92938,
1672,BETA geoid 2453,,,http://es.wikipedia.org/wiki/Villanueva_de_la_Serena,
1673,BETA geoid 2455,GEOGRAPHY*TYPE*T,Sástago,,
1674,BETA geoid 2456,GEOGRAPHY*TYPE*T,San Silvestre,,
1675,BETA geoid 2457,GEOGRAPHY*TYPE*T,Ciruelos,http://es.wikipedia.org/wiki/Ciruelos_(Toledo),
1676,BETA geoid 2458,GEOGRAPHY*TYPE*T,Santes Creus,http://ca.wikipedia.org/wiki/Santes_Creus,
1677,BETA geoid 2459,GEOGRAPHY*TYPE*T,Valldaura,http://ca.wikipedia.org/wiki/Reial_Monestir_de_Santa_Maria_de_Santes_Creus,
1678,BETA geoid 2460,GEOGRAPHY*TYPE*MO,Coll de la Garrofera (montaña),https://www.wikidata.org/wiki/Q17482094,
1679,BETA geoid 2460,,,http://ca.wikipedia.org/wiki/Coll_de_la_Garrofera,
1680,BETA geoid 2461,GEOGRAPHY*TYPE*T,Simat de la Valldigna,http://es.wikipedia.org/wiki/Simat_de_Valldigna,
1681,BETA geoid 2462,GEOGRAPHY*TYPE*T,Gena,,
1682,BETA geoid 2463,GEOGRAPHY*TYPE*T,Villefranche sur Saône,http://fr.wikipedia.org/wiki/Villefranche-sur-Sa%C3%B4ne,
1683,BETA geoid 2464,GEOGRAPHY*TYPE*DP,Rhône (département),http://fr.wikipedia.org/wiki/Rh%C3%B4ne_(d%C3%A9partement),
1684,BETA geoid 2465,GEOGRAPHY*TYPE*C,Surrey (condado),https://www.wikidata.org/wiki/Q23276,
1685,BETA geoid 2465,,,http://en.wikipedia.org/wiki/Surrey,
1686,BETA geoid 2466,GEOGRAPHY*TYPE*D,Braga (diócesis),,
1687,BETA geoid 2467,GEOGRAPHY*TYPE*T,Salerno,,
1688,BETA geoid 2468,GEOGRAPHY*TYPE*T,Birmingham,,
1689,BETA geoid 2469,GEOGRAPHY*TYPE*T,Liverpool,,
1690,BETA geoid 2470,GEOGRAPHY*TYPE*T,Castronuño,http://es.wikipedia.org/wiki/Castronu%C3%B1o,
1691,BETA geoid 2471,GEOGRAPHY*TYPE*T,Cubillas de Santa Marta,http://es.wikipedia.org/wiki/Cubillas_de_Santa_Marta,
1692,BETA geoid 2472,GEOGRAPHY*TYPE*N,Sri Lanka (nación),,
1693,BETA geoid 2473,GEOGRAPHY*TYPE*C,Champagne (condado),https://www.wikidata.org/wiki/Q546266,
1694,BETA geoid 2473,,,http://fr.wikipedia.org/wiki/Liste_des_comtes_de_Champagne,
1695,BETA geoid 2474,GEOGRAPHY*TYPE*U,La Roca (ducado),https://www.wikidata.org/wiki/Q5814798,
1696,BETA geoid 2474,,,http://es.wikipedia.org/wiki/Ducado_de_la_Roca,
1697,BETA geoid 2475,GEOGRAPHY*TYPE*T,Belalcázar,https://www.wikidata.org/wiki/Q854373,
1698,BETA geoid 2475,,,"https://en.wikipedia.org/wiki/BelalcC3%A1zar,_Spain",
1699,BETA geoid 2476,GEOGRAPHY*TYPE*H,Puebla de Alcocer (vizcondado),http://en.wikipedia.org/wiki/Puebla_de_Alcocer,
1700,BETA geoid 2477,GEOGRAPHY*TYPE*T,Mazarambroz,http://es.wikipedia.org/wiki/Mazarambroz,
1701,BETA geoid 2478,GEOGRAPHY*TYPE*T,Espinosa de Cervera,https://www.wikidata.org/wiki/Q1650262,
1702,BETA geoid 2479,GEOGRAPHY*TYPE*T,La Santa Espina,,
1703,BETA geoid 2480,GEOGRAPHY*TYPE*B,Alarcos (campo de batalla),https://es.wikipedia.org/wiki/Batalla_de_Alarcos,
1704,BETA geoid 2481,GEOGRAPHY*TYPE*U,Aquitaine (ducado),https://www.wikidata.org/wiki/Q7703611,
1705,BETA geoid 2482,GEOGRAPHY*TYPE*T,Athéna,https://es.wikipedia.org/wiki/Antigua_Atenas,
1706,BETA geoid 2483,GEOGRAPHY*TYPE*K,Salamina (reino),https://es.wikipedia.org/wiki/Salamina_(Chipre),
1707,BETA geoid 2484,GEOGRAPHY*TYPE*K,Sparta (reino),https://es.wikipedia.org/wiki/Esparta,
1708,BETA geoid 2485,GEOGRAPHY*TYPE*T,Madison,,
1709,BETA geoid 2486,GEOGRAPHY*TYPE*S,Wisconsin (estado),,
1710,BETA geoid 2487,GEOGRAPHY*TYPE*T,Lobkovice,https://www.wikidata.org/wiki/Q3503988,
1711,BETA geoid 2487,,,https://en.wikipedia.org/wiki/Lobkovice,
1712,BETA geoid 2488,GEOGRAPHY*TYPE*T,Roudnice,,
1713,BETA geoid 2489,GEOGRAPHY*TYPE*N,Česká republika (nación),,
1714,BETA geoid 2490,GEOGRAPHY*TYPE*T,Castromonte,https://es.wikipedia.org/wiki/Castromonte,
1715,BETA geoid 2491,GEOGRAPHY*TYPE*T,Aldea de San Miguel,https://es.wikipedia.org/wiki/Aldea_de_San_Miguel,
1716,BETA geoid 2492,GEOGRAPHY*TYPE*T,Michoacán,,
1717,BETA geoid 2493,GEOGRAPHY*TYPE*D,Puebla-Tlaxcala (diócesis),,
1718,BETA geoid 2494,GEOGRAPHY*TYPE*T,Villanueva del Río,https://es.wikipedia.org/wiki/Marquesado_de_Villanueva_del_rC3%ADo,
1719,BETA geoid 2495,GEOGRAPHY*TYPE*T,Cangas de Tineo,https://www.wikidata.org/wiki/Q737421,
1720,BETA geoid 2495,,,https://es.wikipedia.org/wiki/Cangas_del_Narcea,
1721,BETA geoid 2496,GEOGRAPHY*TYPE*H,Matarrosa (vizcondado),https://es.wikipedia.org/wiki/Matarrosa_del_Sil,
1722,BETA geoid 2498,GEOGRAPHY*TYPE*T,Northampton,https://en.wikipedia.org/wiki/Northampton,
1723,BETA geoid 2499,GEOGRAPHY*TYPE*C,Cortina (condado),https://www.valledebedoya.com/Bedoya/ilus/cortina.htm,
1724,BETA geoid 2501,GEOGRAPHY*TYPE*T,Mainz,,
1725,BETA geoid 2502,GEOGRAPHY*TYPE*T,Salvaleón,,
1726,BETA geoid 2503,GEOGRAPHY*TYPE*T,Villabuena de Gata,,
1727,BETA geoid 2504,GEOGRAPHY*TYPE*T,Arreigada,,
1728,BETA geoid 2505,GEOGRAPHY*TYPE*T,Valencia de Alcántara,,
1729,BETA geoid 2506,GEOGRAPHY*TYPE*T,Zarza la Mayor,,
1730,BETA geoid 2507,GEOGRAPHY*TYPE*T,Becilla de Valderaduey,,
1731,BETA geoid 2508,GEOGRAPHY*TYPE*T,Zalamea de la Serena,,
1732,BETA geoid 2509,GEOGRAPHY*TYPE*T,Chillón,https://es.wikipedia.org/wiki/Chill%C3%B3n,
1733,BETA geoid 2510,GEOGRAPHY*TYPE*T,Angers,,
1735,BETA geoid 2512,GEOGRAPHY*TYPE*T,Schaffhausen,,
1736,BETA geoid 2513,GEOGRAPHY*TYPE*T,Ramsen,,
1737,BETA geoid 2514,GEOGRAPHY*TYPE*T,Montpensier,https://www.wikidata.org/wiki/Q845814,
1738,BETA geoid 2514,,,https://www.wikidata.org/wiki/Q1615467,
1739,BETA geoid 2515,GEOGRAPHY*TYPE*T,Garrovillas,https://es.wikipedia.org/wiki/Garrovillas_de_Alcon%C3%A9tar,
1740,BETA geoid 2516,GEOGRAPHY*TYPE*T,Cermignano,,
1741,BETA geoid 2517,GEOGRAPHY*TYPE*T,Comarena,,
1742,BETA geoid 2518,GEOGRAPHY*TYPE*T,Romans-sur-Isère,,
1743,BETA geoid 2519,GEOGRAPHY*TYPE*DP,Drôme (département),,
1744,BETA geoid 2520,GEOGRAPHY*TYPE*T,Valence,,
1745,BETA geoid 2521,GEOGRAPHY*TYPE*T,Óbidos,,
1746,BETA geoid 2522,GEOGRAPHY*TYPE*T,Fraga,https://es.wikipedia.org/wiki/Fraga_(Huesca),
1747,BETA geoid 2523,GEOGRAPHY*TYPE*T,Lerín,https://www.wikidata.org/wiki/Q984875,
1749,BETA geoid 2523,,,https://es.wikipedia.org/wiki/Condado_de_LerC3%ADn,
1750,BETA geoid 2524,GEOGRAPHY*TYPE*T,Jarque,,
1751,BETA geoid 2525,GEOGRAPHY*TYPE*R,"Castiel, baronía (región)",,
1752,BETA geoid 2526,GEOGRAPHY*TYPE*T,Alfar,,
1753,BETA geoid 2527,GEOGRAPHY*TYPE*T,Chantilly,,
1754,BETA geoid 2528,GEOGRAPHY*TYPE*T,Gouvieux,,
1755,BETA geoid 2529,GEOGRAPHY*TYPE*T,Broxbourne,,
1756,BETA geoid 2530,GEOGRAPHY*TYPE*T,Bogotá,,
1757,BETA geoid 2531,GEOGRAPHY*TYPE*T,Lugar desconocido,,
1758,BETA geoid 2532,GEOGRAPHY*TYPE*T,Anguiano,https://es.wikipedia.org/wiki/Anguiano,
1759,BETA geoid 2533,GEOGRAPHY*TYPE*T,Caldas da Rainha,https://pt.wikipedia.org/wiki/Caldas_da_Rainha,
1760,BETA geoid 2534,GEOGRAPHY*TYPE*SO,Saltillo (solar),https://es.wikipedia.org/wiki/Marquesado_de_Saltillo,
1761,BETA geoid 2535,GEOGRAPHY*TYPE*T,Bergamo,,
1762,BETA geoid 2536,GEOGRAPHY*TYPE*T,Priego,https://www.wikidata.org/wiki/Q1649799,
1763,BETA geoid 2536,,,https://es.wikipedia.org/wiki/Condado_de_Priego,
1764,BETA geoid 2537,GEOGRAPHY*TYPE*T,Valdearenas,,
1765,BETA geoid 2538,GEOGRAPHY*TYPE*T,Kalamazoo,,
1766,BETA geoid 2539,GEOGRAPHY*TYPE*S,Michigan (estado),,
1767,BETA geoid 2541,GEOGRAPHY*TYPE*T,Fuentes,https://www.wikidata.org/wiki/Q1639187,
1769,BETA geoid 2541,,,https://es.wikipedia.org/wiki/Condado_de_Fuentes,
1770,BETA geoid 2542,GEOGRAPHY*TYPE*N,Polska (nación),,
1771,BETA geoid 2543,GEOGRAPHY*TYPE*K,United Kingdom (reino),,
1773,BETA geoid 2546,GEOGRAPHY*TYPE*N,Colombia (nación),,
1774,BETA geoid 2547,GEOGRAPHY*TYPE*M,Aix a la Serraz (marquesado),,
1775,BETA geoid 2548,GEOGRAPHY*TYPE*T,Teba,https://database.factgrid.de/wiki/Item:Q355317,
1776,BETA geoid 2549,GEOGRAPHY*TYPE*T,Boadilla de Ríoseco,https://es.wikipedia.org/wiki/Boadilla_de_Rioseco,
1777,BETA geoid 2550,GEOGRAPHY*TYPE*K,Polska (reino),,
1778,BETA geoid 2551,GEOGRAPHY*TYPE*T,Estella,,
1779,BETA geoid 2552,GEOGRAPHY*TYPE*T,Kraków,,
1780,BETA geoid 2553,GEOGRAPHY*TYPE*R,Italia (sur) (región),,
1781,BETA geoid 2554,GEOGRAPHY*TYPE*T,Ellesmere,https://www.wikidata.org/wiki/Q988970,
1782,BETA geoid 2554,,,"https://en.wikipedia.org/wiki/Ellesmere,_Shropshire",
1783,BETA geoid 2555,GEOGRAPHY*TYPE*T,Portland,,
1784,BETA geoid 2556,GEOGRAPHY*TYPE*T,Robledo de Chavela,https://es.wikipedia.org/wiki/Robledo_de_Chavela,
1785,BETA geoid 2558,GEOGRAPHY*TYPE*T,Erfurt,,
1786,BETA geoid 2559,GEOGRAPHY*TYPE*T,Weingarten,https://es.wikipedia.org/wiki/Weingarten_(W%C3%BCrttemberg),
1787,BETA geoid 2560,GEOGRAPHY*TYPE*T,Darmstadt,,
1788,BETA geoid 2561,GEOGRAPHY*TYPE*T,Antillón,https://es.wikipedia.org/wiki/Antill%C3%B3n,
1789,BETA geoid 2562,GEOGRAPHY*TYPE*T,"Granada, en el Carmen de Lebrixa",,
1790,BETA geoid 2563,GEOGRAPHY*TYPE*T,Rochefort,,
1791,BETA geoid 2564,GEOGRAPHY*TYPE*T,Plymouth,,
1792,BETA geoid 2565,GEOGRAPHY*TYPE*T,Warszawa,,
1793,BETA geoid 2566,GEOGRAPHY*TYPE*T,Cambridge,,
1794,BETA geoid 2567,GEOGRAPHY*TYPE*T,Lugano,,
1795,BETA geoid 2568,GEOGRAPHY*TYPE*T,Moray Lodge,,
1796,BETA geoid 2569,GEOGRAPHY*TYPE*T,Kensington,,
1797,BETA geoid 2570,GEOGRAPHY*TYPE*T,Cagliari,,
1798,BETA geoid 2571,GEOGRAPHY*TYPE*U,Savoia (ducado),https://www.wikidata.org/wiki/Q426025,
1799,BETA geoid 2571,,,https://es.wikipedia.org/wiki/Ducado_de_Saboya,
1800,BETA geoid 2572,GEOGRAPHY*TYPE*T,Calabazanos,https://es.wikipedia.org/wiki/Calabazanos,
1801,BETA geoid 2573,GEOGRAPHY*TYPE*T,Almodóvar del Río,https://es.wikipedia.org/wiki/Almod%C3%B3var_del_rC3%ADo,
1802,BETA geoid 2574,GEOGRAPHY*TYPE*T,El Carpio,https://es.wikipedia.org/wiki/El_Carpio,
1803,BETA geoid 2575,GEOGRAPHY*TYPE*T,Porto,,
1804,BETA geoid 2576,GEOGRAPHY*TYPE*C,Saceda (condado),,
1805,BETA geoid 2577,GEOGRAPHY*TYPE*T,[Burgos],,
1806,BETA geoid 2578,GEOGRAPHY*TYPE*T,Edinburgh,,
1807,BETA geoid 2579,GEOGRAPHY*TYPE*T,Rheinau,"https://en.wikipedia.org/wiki/Rheinau,_Switzerland",
1808,BETA geoid 2580,GEOGRAPHY*TYPE*T,[Toledo],,
1809,BETA geoid 2581,GEOGRAPHY*TYPE*T,[Sevilla],,
1810,BETA geoid 2582,GEOGRAPHY*TYPE*T,[Huete],,
1811,BETA geoid 2583,GEOGRAPHY*TYPE*R,[Castilla] (región),,
1812,BETA geoid 2584,GEOGRAPHY*TYPE*T,[Segovia],,
1813,BETA geoid 2585,GEOGRAPHY*TYPE*T,[València],,
1814,BETA geoid 2586,GEOGRAPHY*TYPE*T,York,https://www.wikidata.org/wiki/Q42462,
1815,BETA geoid 2586,,,https://en.wikipedia.org/wiki/York,
1816,BETA geoid 2587,GEOGRAPHY*TYPE*T,Shrewsbury,https://en.wikipedia.org/wiki/Shrewsbury,
1817,BETA geoid 2588,GEOGRAPHY*TYPE*T,Comares,https://en.wikipedia.org/wiki/Comares,
1818,BETA geoid 2589,GEOGRAPHY*TYPE*T,Nules,https://es.wikipedia.org/wiki/Nules,
1819,BETA geoid 2590,GEOGRAPHY*TYPE*T,Gallese,https://www.wikidata.org/wiki/Q161685,
1820,BETA geoid 2590,,,https://it.wikipedia.org/wiki/Gallese_(Italia),
1821,BETA geoid 2590,,,http://www.treccani.it/enciclopedia/duchi-di-gallese_%28Enciclopedia-Italiana%29/,
1822,BETA geoid 2591,GEOGRAPHY*TYPE*P,Viterbo (provincia),https://it.wikipedia.org/wiki/Provincia_di_Viterbo,
1823,BETA geoid 2592,GEOGRAPHY*TYPE*T,Cañamero,,
1824,BETA geoid 2593,GEOGRAPHY*TYPE*T,Torrequemada,https://es.wikipedia.org/wiki/Torrequemada,
1825,BETA geoid 2594,GEOGRAPHY*TYPE*T,Montemolín,https://es.wikipedia.org/wiki/Montemol%C3%ADn,
1826,BETA geoid 2596,GEOGRAPHY*TYPE*T,Santiago do Cacém,https://es.wikipedia.org/wiki/Santiago_do_CacC3%A9m,
1827,BETA geoid 2597,GEOGRAPHY*TYPE*T,Peñausende,https://www.wikidata.org/wiki/Q907416,
1828,BETA geoid 2597,,,https://es.wikipedia.org/wiki/PeC3%B1ausende,
